Date,Close,Open,High,Low,Order matchings,% Change
17-07-17,24665,24575,24665,24486,9.25K,-0.72%
18-07-17,24934,25113,25113,24486,3.86K,1.09%
19-07-17,24575,24665,24665,24486,4.86K,-1.44%
20-07-17,24665,25113,25113,24396,6.80K,0.37%
21-07-17,24575,25113,25293,24486,4.30K,-0.36%
24-07-17,24575,24486,24575,24216,8.59K,0.00%
25-07-17,24575,24575,25024,24216,8.95K,0.00%
26-07-17,24665,24665,24755,24575,17.16K,0.37%
27-07-17,24844,25113,25113,24665,7.90K,0.73%
28-07-17,24844,24575,25113,24575,38.31K,0.00%
31-07-17,24844,25113,25113,24575,23.60K,0.00%
01-08-17,24844,24844,24844,24844,0.20K,0.00%
02-08-17,24844,24306,24844,24306,1.20K,0.00%
03-08-17,24844,25113,25113,24575,1.87K,0.00%
04-08-17,25024,24844,25024,24665,6.78K,0.72%
07-08-17,25024,24575,25113,24575,1.72K,0.00%
08-08-17,25113,25024,25113,24934,11.03K,0.36%
09-08-17,25024,25024,25113,24755,8.70K,-0.35%
10-08-17,25024,24934,25024,24934,0.30K,0.00%
11-08-17,25024,25024,25113,24934,16.40K,0.00%
14-08-17,24934,24934,24934,24934,11.45K,-0.36%
15-08-17,24844,24934,24934,24844,5.00K,-0.36%
16-08-17,24755,24755,24844,24216,43.18K,-0.36%
17-08-17,24755,24216,24755,23320,12.24K,0.00%
18-08-17,25024,25113,25113,24216,0.69K,1.09%
21-08-17,24755,24665,24934,24665,16.28K,-1.07%
22-08-17,25024,25024,25024,25024,0.10K,1.09%
23-08-17,24844,24486,24844,24486,0.51K,-0.72%
24-08-17,24844,24844,24844,24844,0.67K,0.00%
28-08-17,24665,24665,24665,24665,0.40K,-0.72%
29-08-17,24575,24486,24575,24486,3.91K,-0.36%
30-08-17,24665,24665,24665,24665,0.13K,0.37%
31-08-17,24844,24486,24844,24486,1.70K,0.73%
01-09-17,24486,24486,24486,24486,2.20K,-1.44%
05-09-17,24575,25113,25113,24575,6.88K,0.36%
06-09-17,24486,24575,24575,24486,3.47K,-0.36%
07-09-17,24486,25113,25113,24486,1.71K,0.00%
08-09-17,24575,24486,24575,24486,1.40K,0.36%
11-09-17,24575,24575,24575,24575,0.80K,0.00%
12-09-17,24575,24486,24575,24486,11.80K,0.00%
13-09-17,24575,24575,24575,24575,9.30K,0.00%
14-09-17,24575,24575,24575,24575,24.80K,0.00%
15-09-17,24755,24575,24755,24575,1.30K,0.73%
18-09-17,24486,24486,24486,24486,0.35K,-1.09%
20-09-17,24575,24575,24575,24486,6.91K,0.36%
21-09-17,24665,23858,24665,23858,0.32K,0.37%
25-09-17,24575,24575,24665,24575,5.30K,-0.36%
26-09-17,24665,24665,24665,24665,3.00K,0.37%
27-09-17,24665,24665,24665,24665,7.20K,0.00%
28-09-17,24755,24755,24755,24665,12.97K,0.36%
29-09-17,24934,24755,25113,24665,4.45K,0.72%
02-10-17,24934,25024,25113,24934,0.40K,0.00%
03-10-17,24934,24934,24934,24934,-,0.00%
06-10-17,24934,23768,24934,23768,0.21K,0.00%
09-10-17,24665,23768,24934,23768,1.33K,-1.08%
11-10-17,25024,24665,25113,24665,27.10K,1.46%
12-10-17,25113,24665,25113,24665,10.73K,0.36%
13-10-17,25113,25562,25562,25113,17.20K,0.00%
16-10-17,25293,25562,25562,25113,3.05K,0.72%
17-10-17,25382,25113,25382,25113,0.61K,0.35%
19-10-17,25024,24216,25024,23947,4.67K,-1.41%
20-10-17,25382,23947,25382,23947,0.20K,1.43%
23-10-17,25113,23947,25113,23947,0.32K,-1.06%
24-10-17,24665,25113,25113,24127,3.60K,-1.78%
25-10-17,25562,25562,25562,25562,0.11K,3.64%
27-10-17,24575,24127,24575,24127,6.29K,-3.86%
30-10-17,24934,24216,24934,24216,0.50K,1.46%
31-10-17,26818,24216,26907,24216,4.30K,7.56%
01-11-17,25921,24216,25921,24216,1.10K,-3.34%
06-11-17,25382,24127,25472,24127,0.70K,-2.08%
07-11-17,25382,24216,25382,24216,0.50K,0.00%
08-11-17,25113,24306,25113,24306,0.83K,-1.06%
09-11-17,25113,24396,25113,24396,0.43K,0.00%
13-11-17,24216,24396,24396,24216,3.13K,-3.57%
14-11-17,25024,23768,25024,23768,0.50K,3.34%
15-11-17,24216,24216,24216,24216,4.30K,-3.23%
16-11-17,24216,24934,24934,23858,6.72K,0.00%
17-11-17,24216,25113,25113,23678,2.05K,0.00%
20-11-17,24216,24216,24216,24216,1.10K,0.00%
21-11-17,23230,23858,23947,23230,17.16K,-4.07%
22-11-17,22871,24037,24037,22871,25.60K,-1.55%
23-11-17,22423,22871,22871,22423,15.38K,-1.96%
24-11-17,23320,24216,24665,22423,2.61K,4.00%
27-11-17,22692,22423,24216,22423,7.45K,-2.69%
28-11-17,22781,23320,23320,22423,13.69K,0.39%
29-11-17,22871,23320,23320,22602,8.70K,0.40%
30-11-17,22423,23320,23768,22423,43.30K,-1.96%
01-12-17,22781,23230,23230,22602,6.12K,1.60%
04-12-17,22961,24037,24037,22871,4.36K,0.79%
05-12-17,22961,23589,23589,22602,5.95K,0.00%
06-12-17,22871,22871,22961,22871,10.70K,-0.39%
07-12-17,22512,22423,22512,22423,7.10K,-1.57%
08-12-17,22961,23320,23320,22692,20.63K,1.99%
11-12-17,22871,22423,23230,22243,19.32K,-0.39%
12-12-17,22602,22243,23051,22064,5.04K,-1.18%
13-12-17,22423,22154,22423,22064,7.01K,-0.79%
14-12-17,22243,22423,22423,22243,13.30K,-0.80%
15-12-17,22064,22243,22243,22064,49.99K,-0.80%
18-12-17,22243,22064,22423,21974,29.83K,0.81%
19-12-17,22423,23320,23320,22423,0.70K,0.81%
20-12-17,22064,22423,22423,21974,26.53K,-1.60%
21-12-17,22871,22064,23320,22064,18.57K,3.66%
22-12-17,22871,22871,22871,22871,0.28K,0.00%
25-12-17,22781,22423,22781,22423,3.34K,-0.39%
26-12-17,22871,23140,23140,22423,3.90K,0.40%
27-12-17,22423,22871,22871,22423,13.84K,-1.96%
28-12-17,22243,22154,22423,22154,27.09K,-0.80%
29-12-17,22423,22243,23320,22243,24.82K,0.81%
02-01-18,22423,23320,23320,22423,4.10K,0.00%
03-01-18,22692,23051,23051,22423,8.02K,1.20%
04-01-18,22602,22512,23230,21974,24.40K,-0.40%
05-01-18,22243,22423,22961,21974,38.95K,-1.59%
08-01-18,22423,23230,23230,22243,33.48K,0.81%
09-01-18,22423,22423,22512,21705,7.35K,0.00%
10-01-18,22333,22423,22423,22243,31.12K,-0.40%
11-01-18,22333,22333,22333,22154,18.54K,0.00%
12-01-18,22154,22154,22243,22064,20.20K,-0.80%
15-01-18,23230,22154,23230,21885,10.59K,4.86%
16-01-18,22154,22423,22423,22154,9.03K,-4.63%
17-01-18,22154,22333,22333,22154,12.98K,0.00%
18-01-18,21885,21974,22154,21885,19.64K,-1.21%
19-01-18,22423,21974,22423,21974,9.31K,2.46%
22-01-18,21974,22423,22423,21885,73.65K,-2.00%
23-01-18,21795,21974,21974,21795,68.20K,-0.81%
24-01-18,21974,21795,21974,21526,71.30K,0.82%
25-01-18,21974,22781,22781,21615,10.37K,0.00%
26-01-18,21705,21795,21795,21526,29.46K,-1.22%
29-01-18,20180,21705,21705,20180,41.48K,-7.03%
30-01-18,21346,21526,21526,19822,37.71K,5.78%
31-01-18,20988,21346,21346,20629,4.15K,-1.68%
01-02-18,19732,20629,20629,19732,8.26K,-5.98%
02-02-18,19732,20629,20629,19553,16.00K,0.00%
05-02-18,19553,20629,21526,19553,3.06K,-0.91%
06-02-18,19284,19194,19284,17759,56.45K,-1.38%
07-02-18,19194,20270,20270,18566,38.34K,-0.47%
08-02-18,19104,20180,20180,19104,14.10K,-0.47%
09-02-18,19104,19642,19642,19014,16.51K,0.00%
12-02-18,20629,19732,20898,19732,1.10K,7.98%
13-02-18,21526,21526,21526,19822,7.50K,4.35%
21-02-18,21077,21526,22333,20629,3.31K,-2.09%
22-02-18,21077,20629,21526,20629,3.00K,0.00%
23-02-18,20629,19911,20629,19911,18.24K,-2.13%
26-02-18,19014,20180,20180,19014,25.60K,-7.83%
27-02-18,20180,20180,20180,18835,28.93K,6.13%
28-02-18,20001,21077,21077,20001,3.23K,-0.89%
01-03-18,19553,20629,20629,19463,3.80K,-2.24%
02-03-18,19911,20449,20449,19284,19.51K,1.83%
05-03-18,19642,20091,20091,19463,7.05K,-1.35%
06-03-18,19373,19463,19463,19284,16.94K,-1.37%
07-03-18,18745,20539,20539,18566,138.46K,-3.24%
08-03-18,18656,20539,20539,18566,50.42K,-0.47%
09-03-18,19553,18566,20449,18566,4.20K,4.81%
12-03-18,18297,20449,20449,18297,67.97K,-6.42%
13-03-18,20001,20001,20001,20001,0.17K,9.31%
14-03-18,19284,18835,19284,18656,10.87K,-3.58%
15-03-18,18207,19911,20001,18118,69.35K,-5.58%
16-03-18,17938,19284,19284,17848,117.94K,-1.48%
19-03-18,17579,19284,19284,17310,94.38K,-2.00%
20-03-18,17938,17400,18118,17400,4.45K,2.04%
21-03-18,18118,17938,18745,17938,13.12K,1.00%
22-03-18,18925,18118,19104,18118,11.60K,4.45%
23-03-18,18476,18835,18835,18297,36.40K,-2.37%
26-03-18,19104,18835,19104,18835,41.72K,3.40%
27-03-18,18835,18835,18835,18835,7.61K,-1.41%
28-03-18,19014,19014,19553,18656,16.50K,0.95%
29-03-18,18925,19014,19014,18925,2.60K,-0.47%
30-03-18,19284,19553,19553,18835,2.68K,1.90%
02-04-18,19014,18835,19014,18835,1.40K,-1.40%
03-04-18,19014,18835,19014,18745,7.59K,0.00%
04-04-18,19014,19014,19284,18387,10.75K,0.00%
05-04-18,18476,18835,18835,18476,13.64K,-2.83%
06-04-18,18835,19642,19642,18476,43.51K,1.94%
09-04-18,18566,18566,18566,18476,2.46K,-1.43%
10-04-18,19104,19014,19284,18566,3.71K,2.90%
11-04-18,18656,18566,18745,18566,4.90K,-2.35%
12-04-18,18566,18656,18656,18566,7.90K,-0.48%
13-04-18,18835,19014,19014,18566,2.10K,1.45%
16-04-18,18925,19642,19642,18745,47.00K,0.48%
17-04-18,18925,19194,19284,18925,40.70K,0.00%
18-04-18,19104,19732,19732,18835,24.50K,0.95%
19-04-18,18835,18835,18835,18476,23.21K,-1.41%
20-04-18,18387,18835,18835,18387,7.11K,-2.38%
23-04-18,18387,19642,19642,18387,36.90K,0.00%
24-04-18,18387,19732,19732,18207,23.36K,0.00%
26-04-18,18297,18835,18835,18207,67.00K,-0.49%
27-04-18,18835,19194,19194,18387,3.00K,2.94%
02-05-18,18745,18745,18745,18745,0.10K,-0.48%
03-05-18,18297,18387,18387,18297,55.56K,-2.39%
04-05-18,18207,18745,18745,18207,32.10K,-0.49%
07-05-18,17490,18745,18745,17131,84.00K,-3.94%
08-05-18,17041,18835,18835,16772,141.20K,-2.57%
09-05-18,16952,18387,18387,16952,29.80K,-0.52%
10-05-18,17041,18297,18297,17041,110.75K,0.53%
11-05-18,16682,17848,17848,16682,42.78K,-2.11%
14-05-18,16952,16593,17669,16593,36.63K,1.62%
15-05-18,17041,16952,17041,16772,11.97K,0.53%
16-05-18,16952,16952,17041,16952,4.13K,-0.52%
17-05-18,16682,16862,17041,16682,66.66K,-1.59%
18-05-18,16144,16772,16862,16144,45.10K,-3.23%
21-05-18,16055,17041,17041,16055,71.47K,-0.55%
22-05-18,15696,16772,16772,15696,60.40K,-2.24%
23-05-18,16144,16055,16144,15606,46.82K,2.85%
24-05-18,16144,16144,16503,16144,48.12K,0.00%
25-05-18,16055,16144,16144,15696,73.43K,-0.55%
28-05-18,16144,16593,16952,16055,23.40K,0.55%
29-05-18,16682,16862,16862,16593,7.40K,3.33%
30-05-18,16772,17041,17579,16772,3.54K,0.54%
31-05-18,17579,17938,17938,17041,39.69K,4.81%
01-06-18,17579,17490,17579,17041,33.12K,0.00%
04-06-18,17490,17938,17938,17490,14.03K,-0.51%
05-06-18,16862,17669,17759,16593,24.00K,-3.59%
06-06-18,16862,17759,17759,16862,105.30K,0.00%
07-06-18,17131,17400,17400,16862,74.40K,1.60%
08-06-18,17041,17131,17131,17041,57.65K,-0.53%
11-06-18,17041,17041,17490,17041,28.90K,0.00%
12-06-18,17310,17490,17490,16682,16.10K,1.58%
13-06-18,17400,17131,17400,17131,4.59K,0.52%
14-06-18,16800,17400,19000,16800,43.89K,-3.45%
15-06-18,16600,16800,17900,16600,129.80K,-1.19%
18-06-18,16100,17800,17800,16000,63.81K,-3.01%
19-06-18,16000,16100,16100,16000,17.40K,-0.62%
20-06-18,16000,15600,16000,15500,92.20K,0.00%
21-06-18,16000,16500,16500,15600,50.71K,0.00%
22-06-18,16100,16400,16400,15400,107.80K,0.63%
25-06-18,15300,16000,16000,15100,49.60K,-4.97%
26-06-18,15000,15200,15600,14900,106.41K,-1.96%
27-06-18,15700,15000,15700,15000,145.00K,4.67%
28-06-18,15600,15500,15700,15300,11.30K,-0.64%
29-06-18,16200,15600,16400,15600,28.80K,3.85%
02-07-18,15700,16200,16200,15100,35.60K,-3.09%
03-07-18,15500,16200,16200,15500,18.40K,-1.27%
04-07-18,15800,16200,16200,15500,3.70K,1.94%
05-07-18,15800,16000,17000,15500,29.20K,0.00%
06-07-18,15500,15600,15800,15500,27.80K,-1.90%
09-07-18,16200,15700,16900,15700,41.25K,4.52%
10-07-18,16200,16800,16800,16200,15.40K,0.00%
11-07-18,16600,17000,17000,16300,40.10K,2.47%
12-07-18,16600,16900,16900,16600,22.80K,0.00%
13-07-18,16600,17000,17000,16200,18.00K,0.00%
16-07-18,16600,16600,16700,16600,14.60K,0.00%
17-07-18,17000,17000,17000,17000,0.10K,2.41%
18-07-18,16800,16900,16900,16800,10.72K,-1.18%
19-07-18,16800,16900,17000,16800,15.84K,0.00%
20-07-18,16800,16800,16900,16800,34.80K,0.00%
23-07-18,16800,16800,16800,16800,4.10K,0.00%
24-07-18,16900,17500,17500,16900,7.10K,0.60%
25-07-18,16700,17500,17500,16700,2.50K,-1.18%
26-07-18,16900,16900,17000,16600,2.50K,1.20%
27-07-18,16000,16900,16900,16000,6.20K,-5.33%
30-07-18,17000,17000,17000,17000,0.11K,6.25%
31-07-18,17000,16600,17000,16600,4.40K,0.00%
01-08-18,16900,16300,16900,16300,1.70K,-0.59%
02-08-18,16900,16800,16900,16800,10.00K,0.00%
03-08-18,16500,16500,16500,16000,38.95K,-2.37%
06-08-18,16500,16900,16900,16000,20.95K,0.00%
07-08-18,16400,16500,16500,16300,4.64K,-0.61%
08-08-18,16500,16400,16900,16400,7.50K,0.61%
09-08-18,16500,16400,16500,16400,13.41K,0.00%
10-08-18,16500,16500,16500,16500,42.14K,0.00%
13-08-18,16400,16200,16500,16200,8.10K,-0.61%
14-08-18,16500,16500,16500,16500,8.00K,0.61%
15-08-18,16200,16500,16500,16200,7.36K,-1.82%
16-08-18,16100,16100,16100,16100,0.24K,-0.62%
17-08-18,16100,16000,16400,16000,6.51K,0.00%
20-08-18,16400,16500,16500,16100,2.70K,1.86%
21-08-18,16400,16500,16500,16300,0.50K,0.00%
22-08-18,16200,16400,16400,16000,9.61K,-1.22%
23-08-18,16400,16200,16400,16200,1.30K,1.23%
24-08-18,16400,16400,17000,16200,9.35K,0.00%
27-08-18,16500,16400,17000,16300,9.90K,0.61%
28-08-18,16500,16900,16900,16400,15.94K,0.00%
29-08-18,16400,16900,16900,16400,7.90K,-0.61%
30-08-18,16200,16400,16500,16200,12.10K,-1.22%
31-08-18,16400,16500,16500,16200,5.06K,1.23%
04-09-18,16500,16300,16500,16300,3.30K,0.61%
05-09-18,16400,16400,16400,16400,0.61K,-0.61%
06-09-18,16400,16400,16400,16300,5.24K,0.00%
07-09-18,16400,16400,16400,16400,19.30K,0.00%
10-09-18,16400,16500,16500,16400,2.40K,0.00%
11-09-18,16400,16400,16400,16400,4.40K,0.00%
12-09-18,16400,16400,16500,16400,15.40K,0.00%
13-09-18,16400,16500,16500,16400,22.05K,0.00%
14-09-18,17100,17800,17800,15500,225.46K,4.27%
17-09-18,18400,17100,18800,17100,90.81K,7.60%
18-09-18,18500,18500,18800,18400,9.50K,0.54%
19-09-18,18300,18100,18600,18000,48.77K,-1.08%
20-09-18,17600,18300,18300,17600,63.14K,-3.83%
21-09-18,17600,17600,18100,17600,38.10K,0.00%
24-09-18,17800,18000,18000,17700,15.70K,1.14%
25-09-18,17700,17900,18000,17700,21.84K,-0.56%
26-09-18,18400,17800,18500,17400,145.44K,3.95%
27-09-18,18300,18800,18800,18200,22.72K,-0.54%
28-09-18,18300,18700,18700,18100,8.60K,0.00%
01-10-18,17500,18300,18300,17500,45.70K,-4.37%
02-10-18,17900,18200,18500,17600,20.20K,2.29%
03-10-18,17900,17900,18000,17600,25.31K,0.00%
04-10-18,17600,18000,18000,17600,35.80K,-1.68%
05-10-18,17700,18300,18300,17500,31.42K,0.57%
08-10-18,17600,18000,18000,17500,27.00K,-0.56%
09-10-18,17600,18000,18000,17500,37.10K,0.00%
10-10-18,17700,17700,17800,17700,38.63K,0.57%
11-10-18,17500,17700,17700,17100,34.30K,-1.13%
12-10-18,17300,17500,17600,17200,127.10K,-1.14%
15-10-18,17400,18000,18000,17100,28.10K,0.58%
16-10-18,17500,17700,17700,17300,54.57K,0.57%
17-10-18,17700,18000,18000,17300,34.42K,1.14%
18-10-18,17900,17700,18300,17700,32.91K,1.13%
19-10-18,17800,18300,18300,17500,1.04K,-0.56%
22-10-18,18000,17900,18200,17800,189.59K,1.12%
23-10-18,17800,17800,18000,17600,44.42K,-1.11%
24-10-18,17500,17500,17500,17300,11.54K,-1.69%
25-10-18,17400,17600,17600,16500,44.65K,-0.57%
26-10-18,17500,17800,17800,17100,8.13K,0.57%
29-10-18,17200,16000,17400,16000,34.45K,-1.71%
30-10-18,17500,17200,17500,17000,20.00K,1.74%
31-10-18,17000,17400,18000,17000,15.57K,-2.86%
01-11-18,17100,17300,17300,17100,8.33K,0.59%
02-11-18,17200,17600,17600,17100,2.90K,0.58%
05-11-18,17100,17500,17500,17000,23.97K,-0.58%
06-11-18,17200,17100,17500,17000,7.97K,0.58%
08-11-18,17300,17100,17300,17000,8.10K,0.58%
09-11-18,17500,17300,18000,16900,0.97K,1.16%
12-11-18,17400,17100,17400,17100,0.60K,-0.57%
13-11-18,17200,17400,17400,17100,7.15K,-1.15%
14-11-18,17200,17200,17200,17200,0.50K,0.00%
15-11-18,18000,17500,18000,17500,0.39K,4.65%
16-11-18,17500,17600,17600,17500,10.46K,-2.78%
19-11-18,17100,17500,17700,17100,50.50K,-2.29%
20-11-18,17000,18000,18000,16600,30.10K,-0.58%
21-11-18,17100,17700,17700,16600,56.21K,0.59%
22-11-18,17200,17900,17900,17000,101.40K,0.58%
23-11-18,17000,16800,17600,16800,10.60K,-1.16%
26-11-18,17000,17300,17300,16800,76.10K,0.00%
27-11-18,16900,17500,17500,16800,8.60K,-0.59%
28-11-18,17000,16900,17000,16900,0.60K,0.59%
29-11-18,16800,17400,17400,16800,8.10K,-1.18%
30-11-18,17000,17400,17400,16700,2.20K,1.19%
03-12-18,16500,17500,17500,16500,20.90K,-2.94%
04-12-18,16500,16500,17000,16300,33.00K,0.00%
05-12-18,16500,17500,17500,16500,27.30K,0.00%
06-12-18,16300,16900,16900,16300,12.82K,-1.21%
07-12-18,16500,16900,16900,16300,8.10K,1.23%
10-12-18,16500,16300,16500,16300,4.00K,0.00%
11-12-18,16500,16400,16500,16200,10.10K,0.00%
12-12-18,16700,17500,17500,16100,4.72K,1.21%
13-12-18,16500,16500,16500,16500,3.40K,-1.20%
14-12-18,16500,16400,16500,16300,0.60K,0.00%
17-12-18,16500,16400,16500,16200,0.40K,0.00%
18-12-18,16500,16200,16500,16200,0.97K,0.00%
19-12-18,16200,16200,16200,16100,17.33K,-1.82%
20-12-18,16200,16200,16200,16200,0.60K,0.00%
21-12-18,16200,16200,16400,16100,16.41K,0.00%
24-12-18,16300,16100,16300,16100,0.25K,0.62%
25-12-18,16300,16100,16400,16000,13.90K,0.00%
26-12-18,16400,16300,16400,16100,0.39K,0.61%
27-12-18,16500,16400,17100,16100,2.45K,0.61%
28-12-18,16700,16500,16700,16100,1.00K,1.21%
02-01-19,16400,16400,16400,16400,0.27K,-1.80%
03-01-19,16400,16300,16400,16300,24.85K,0.00%
04-01-19,16300,16300,16300,16300,1.02K,-0.61%
07-01-19,17100,16500,17900,16100,0.52K,4.91%
08-01-19,16700,17100,17100,16100,4.55K,-2.34%
09-01-19,16200,16100,16200,16100,2.60K,-2.99%
10-01-19,16300,16300,16300,16300,0.10K,0.62%
11-01-19,16200,16200,16200,16200,2.70K,-0.61%
14-01-19,16500,16500,16500,16500,0.10K,1.85%
15-01-19,17500,17000,17500,17000,0.20K,6.06%
16-01-19,16000,16500,16500,16000,33.70K,-8.57%
17-01-19,16000,16500,16500,16000,21.31K,0.00%
18-01-19,16100,16300,16300,16100,1.11K,0.63%
21-01-19,16000,15800,16000,15800,6.20K,-0.62%
22-01-19,16000,16000,16200,16000,9.20K,0.00%
23-01-19,16200,15900,16200,15800,1.41K,1.25%
24-01-19,16000,16000,16000,16000,9.23K,-1.23%
25-01-19,16100,16200,16200,16000,10.20K,0.63%
28-01-19,16200,16000,16200,15900,0.50K,0.62%
29-01-19,16000,16000,16000,16000,6.60K,-1.23%
30-01-19,16200,16100,16200,16100,14.80K,1.25%
31-01-19,16100,16000,16100,16000,4.72K,-0.62%
01-02-19,16200,16100,16200,16100,3.30K,0.62%
11-02-19,16300,17400,17400,16300,5.02K,0.62%
12-02-19,16300,16300,16300,16300,1.70K,0.00%
13-02-19,16200,16200,16200,16200,15.90K,-0.61%
14-02-19,16200,16200,16200,16200,2.21K,0.00%
15-02-19,16100,16100,16100,16100,0.10K,-0.62%
18-02-19,16000,16100,16200,16000,44.41K,-0.62%
19-02-19,15800,16000,16000,15800,84.07K,-1.25%
20-02-19,15800,15800,15800,15800,23.89K,0.00%
21-02-19,15700,15800,15800,15600,38.91K,-0.63%
22-02-19,15700,15700,15900,15700,46.40K,0.00%
25-02-19,15700,16500,16500,15600,18.93K,0.00%
26-02-19,15800,15600,15800,15600,5.75K,0.64%
27-02-19,15400,15600,15600,15400,45.14K,-2.53%
28-02-19,15400,15900,16500,15400,9.82K,0.00%
01-03-19,15500,16200,16200,15400,18.83K,0.65%
04-03-19,15700,16200,16200,15700,6.61K,1.29%
05-03-19,15700,16200,16200,15700,7.67K,0.00%
06-03-19,15800,15700,15800,15500,5.00K,0.64%
07-03-19,15800,16200,16200,15800,26.90K,0.00%
08-03-19,15800,16200,16200,15800,5.00K,0.00%
11-03-19,15800,16200,16200,15800,7.03K,0.00%
12-03-19,15900,15900,16000,15700,55.40K,0.63%
13-03-19,15900,15900,16000,15900,16.62K,0.00%
14-03-19,16000,16300,16300,15800,53.60K,0.63%
15-03-19,16000,16000,16400,16000,78.33K,0.00%
18-03-19,16300,16300,16300,16000,32.50K,1.88%
19-03-19,16000,16000,16200,16000,17.20K,-1.84%
20-03-19,16000,16300,16300,16000,6.44K,0.00%
21-03-19,16400,16000,16400,16000,13.10K,2.50%
22-03-19,16000,16400,16400,16000,6.21K,-2.44%
25-03-19,16100,16400,16400,15700,17.05K,0.63%
26-03-19,16100,16000,16100,16000,4.86K,0.00%
27-03-19,16400,16000,16400,16000,0.20K,1.86%
28-03-19,16000,16000,16200,16000,5.71K,-2.44%
29-03-19,16300,17000,17000,16000,3.25K,1.88%
01-04-19,16200,16000,16200,15800,3.73K,-0.61%
02-04-19,16300,16200,16300,16200,1.50K,0.62%
03-04-19,16200,16300,16300,16200,5.60K,-0.61%
04-04-19,16200,16200,16200,16200,11.31K,0.00%
05-04-19,16200,16000,16300,15700,4.52K,0.00%
08-04-19,16300,16200,16300,16200,4.49K,0.62%
09-04-19,16300,16300,16300,16300,0.32K,0.00%
10-04-19,16000,16300,16300,16000,0.40K,-1.84%
11-04-19,16000,16000,16000,16000,6.14K,0.00%
12-04-19,15900,15900,15900,15600,5.20K,-0.63%
16-04-19,15900,16200,16200,15900,0.30K,0.00%
17-04-19,16100,16200,16200,16000,0.54K,1.26%
18-04-19,16100,15900,16100,15800,27.97K,0.00%
19-04-19,16400,16100,16500,16100,16.97K,1.86%
22-04-19,16300,15800,16400,15800,8.10K,-0.61%
23-04-19,16200,16300,16300,16200,11.21K,-0.61%
24-04-19,16200,16200,16200,16000,1.32K,0.00%
25-04-19,16200,15900,16200,15900,0.45K,0.00%
26-04-19,17000,16400,17000,16400,1.64K,4.94%
02-05-19,16200,16900,16900,16200,8.90K,-4.71%
03-05-19,16500,16100,16500,16000,20.36K,1.85%
06-05-19,16500,16500,16500,16500,1.41K,0.00%
07-05-19,16300,16400,16400,15900,1.76K,-1.21%
08-05-19,16200,16000,16200,16000,0.22K,-0.61%
09-05-19,16300,16500,16500,16300,2.22K,0.62%
10-05-19,16000,16200,16200,15900,10.24K,-1.84%
13-05-19,16000,16000,16000,15800,8.75K,0.00%
14-05-19,16000,15900,16000,15800,5.24K,0.00%
15-05-19,16300,15800,16300,15800,6.43K,1.88%
16-05-19,16300,17000,17000,15900,4.15K,0.00%
17-05-19,16300,16000,16300,16000,2.00K,0.00%
20-05-19,16200,16500,16500,16200,6.21K,-0.61%
21-05-19,16100,16000,16200,16000,5.90K,-0.62%
22-05-19,16200,16000,16200,16000,8.10K,0.62%
23-05-19,16100,16100,16100,16100,0.40K,-0.62%
24-05-19,16100,16100,16100,16100,3.01K,0.00%
28-05-19,16200,16000,16200,16000,2.34K,0.62%
29-05-19,16200,16000,16200,16000,32.10K,0.00%
30-05-19,16400,16100,16400,16100,8.15K,1.23%
31-05-19,16600,16400,16700,16200,22.40K,1.22%
03-06-19,14770,14500,14770,14410,5.90K,-11.02%
04-06-19,14680,14770,14770,14680,4.10K,-0.61%
05-06-19,14680,14680,14770,14680,7.69K,0.00%
06-06-19,14770,14860,15130,14770,20.80K,0.61%
07-06-19,14770,14770,14770,14590,1.10K,0.00%
10-06-19,14770,15130,15130,14770,10.00K,0.00%
11-06-19,14770,14860,14860,14680,18.63K,0.00%
12-06-19,14500,15311,15311,14500,24.23K,-1.83%
13-06-19,14500,15800,15800,14500,8.10K,0.00%
14-06-19,14600,15200,15700,14600,15.32K,0.69%
17-06-19,15500,15500,15500,15500,0.10K,6.16%
18-06-19,14600,14500,14700,14400,9.20K,-5.81%
19-06-19,14600,14900,14900,14400,5.60K,0.00%
20-06-19,14400,14500,14500,14400,9.90K,-1.37%
21-06-19,14500,14400,14500,14400,2.40K,0.69%
24-06-19,14400,14300,14400,14100,1.10K,-0.69%
26-06-19,14400,14400,14400,14400,0.80K,0.00%
27-06-19,14500,14400,15800,14300,1.85K,0.69%
28-06-19,14200,14300,14500,14200,3.64K,-2.07%
01-07-19,14200,14700,14700,14200,2.14K,0.00%
02-07-19,14200,14200,14400,14100,9.18K,0.00%
03-07-19,14500,14200,14500,14200,3.50K,2.11%
04-07-19,14400,14500,14500,14400,3.51K,-0.69%
05-07-19,14400,14400,14400,14400,1.35K,0.00%
09-07-19,14500,14400,14500,14400,1.13K,0.69%
11-07-19,14300,14300,14300,14200,6.17K,-1.38%
12-07-19,14400,14700,14700,14200,6.10K,0.70%
15-07-19,14400,14300,14400,14200,0.55K,0.00%
16-07-19,14400,14400,14400,14300,3.57K,0.00%
18-07-19,14400,14200,14400,14200,0.63K,0.00%
19-07-19,14500,14400,15800,14400,2.00K,0.69%
22-07-19,14400,14800,14800,14400,0.60K,-0.69%
23-07-19,14400,14100,14500,14100,0.70K,0.00%
24-07-19,14800,14800,15800,14200,5.77K,2.78%
26-07-19,14500,14500,14500,14100,1.40K,-2.03%
29-07-19,14000,14100,14400,14000,10.20K,-3.45%
30-07-19,14400,14500,14500,14400,0.20K,2.86%
